,Label,Sentence,feature_enti_num,feature_fresq,feature_pos,feature_senti_num,feature_sentiment,feature_slen
180,0,味道一如既往的赞一如既往的排队人多,3,0,0,3,2,8
181,0,牛肉全熟可以熟透一点,2,0,0,1,2,5
182,0,调料恰到好处,1,10,0,1,2,2
183,1,出乎意外的好吃啊超大的羊腿,1,0,5,1,2,7
184,0,饼是热乎的,1,0,0,2,2,4
185,0,店内咖啡渣免费赠送,3,0,0,1,2,5
186,0,荷塘月色都不错,1,2,4,1,2,3
187,0,片皮鸭拿上来是热的,2,0,0,2,2,6
188,1,溏心蛋很新鲜,3,8 11,0,1,2,4
189,0,牛肉丸味道不错,2,2 5,7,1,2,3
190,0,相同的大床房,2,0,0,0,0,4
191,0,老汤面不错,1,2,2 7,2,0,3
192,0,菜品一如既往的好,1,1,0,2,2,4
193,1,鸡肉丸改了沾蛋黄好棒,3,0,1 7,0,0,7
194,0,人很好接触,1,7,4,1,2,4
195,0,味道一如既往的好,1,1,0,2,2,4
196,0,环境一如既往地好,2,0,0,1,2,3
197,0,做法非常精美,0,0,4,1,2,3
198,0,环境真心不错,1,2,4,2,2,3
199,0,西屯轻尚铁板,3,0,0,0,0,3
200,0,味道很不错,1,2 6,4,1,2,3
201,1,环境特别小资闺蜜聚会情侣约会的绝佳去处,6,0,0,1,2,10
202,1,冷面蘸汤吃很好玩,2,0,5,1,2,6
203,1,配上bbq烧烤酱可谓是一绝,1,0,0,1,2,7
204,1,三文鱼感觉挺新鲜,3,11,0,1,2,4
205,1,去海边游泳很方便,0,0,4,1,2,5
206,0,服务人员彬彬有礼,1,13,0,1,2,3
207,1,芝士恰到好处,1,10,0,1,2,2
208,0,结果令人满意,1,0,0,1,2,2
209,0,印度飞饼一定要趁热吃啊,2,0,5,2,2,7
210,0,土豆米饭做的口感不错,3,2,7,1,2,6
211,0,位置很好找,0,0,5,0,0,3
212,1,土豆片烤得恰到好处,1,9 10 15,0,1,2,4
213,1,来逛河坊街街和逛西湖住这里很合适,2,0,4,2,2,11
214,1,红糖糍粑煎的软软糯糯恰到好处,4,10,2,1,2,8
215,0,味道真的非常好哦,1,0,4 6,1,2,5
216,0,凉拌海葡萄长像是一串极小的葡萄,3,0,7,1,2,9
217,1,肉卷和汉堡都很香,2,0,4 6,2,2,6
218,1,据说是长沙那边很地道的臭豆腐,3,0,0,2,2,8
219,1,能超级棒的领会目标发型,2,0,3,3,2,7
220,1,鹅肝的用量恰到好处,2,10,0,1,2,5
221,0,黄喉都不错,1,2,4,1,2,3
222,0,看的人眼花缭乱,1,0,0,1,2,4
223,1,细粉丝q弹有嚼劲,2,0,2,2,2,6
224,0,店里的各种饮品感觉都不错,3,2,4,1,2,7
225,0,位置很好找,0,0,5,0,0,3
226,0,超欣赏这种认真做头发,1,0,0,2,2,6
227,0,海鲜很新鲜,2,8 11,0,1,2,3
228,0,店家态度特别的好,2,0,0,1,2,5
229,1,咖喱味很正,2,0,0,1,2,4
230,0,类似自助形式的,1,0,0,0,0,4
231,1,装修布局挺古色古香得,2,4,0,1,2,5
232,1,主厨色拉的菜很新鲜,3,8 11,0,1,2,6
233,0,店家提供酱料味道不错,3,2 5,7,1,2,5
234,1,牛蛙一如既往的超嫩超好吃,1,0,0,2,2,6
235,0,服务有求必应,0,13,0,1,2,2
236,0,会画画软装打理属于自己的别墅庭院,3,0,0,1,2,9
237,0,米饭湿黏的,1,0,1 7,0,0,4
238,0,大皇宫是仿照故都大城的旧皇宫建造的,4,0,2,3,2,11
239,1,衬托的芝士的味道很浓郁,3,0,4,0,0,7
240,1,牛肉腌制的恰到好处,1,10 16,0,1,2,4
241,0,毛肚还不错,1,2 17,4,1,2,3
242,0,推荐多人聚餐,2,0,0,0,0,3
243,1,青菜和汤这样搭配恰到好处,2,10,0,2,2,6
244,0,做的时候手法很轻,2,0,4,1,2,6
245,1,咖喱饭最好吃,1,12,5,1,2,3
246,0,冷菜的口味一如既往的好吃,2,0,0,2,2,6
247,0,服务特别好,0,13,4,1,2,3
248,0,甜品冷得多,1,0,7,0,0,3
249,0,牡丹虾不错,2,2,7,1,2,3
250,1,辣锅一如既往的味道好,2,0,7,2,2,5
251,0,薯条一如既往的喜欢春卷最爱,2,12,5,3,2,7
252,1,寿司饭恰到好处刺身三切新鲜,3,10 11,0,2,2,6
253,0,头一次做肩颈护理会有些疼,3,0,0,3,2,8
254,0,环境一如既往地好,2,0,0,1,2,3
255,0,会赠送免费水果和银耳汤,2,0,0,3,2,6
256,0,椰皇奶冻爱吃甜品的可以点,3,0,0,1,2,8
257,0,龙虾个头大,2,0,7,1,2,3
258,1,鸡肉挺鲜嫩,1,0,4,0,0,3
259,0,位置很好找,0,0,5,0,0,3
260,0,位置很好找,0,0,5,0,0,3
261,0,酒家灯饰辉煌,2,0,7,1,2,3
262,1,牛肉真的很嫩,1,0,4,0,0,3
263,0,空间秉承着日料的小巧,3,0,0,0,0,6
264,0,客家酿豆腐味道不错,3,2 5,7,1,2,5
265,0,上菜前免费的小吃和鸡蛋,3,0,0,2,2,7
266,1,老店海鲜家常菜菜品丰富,4,0,7,0,0,5
267,1,最让人回味无穷的是来之必点的吮指凤爪,3,0,0,2,2,11
268,1,酸梅汤味道真的很浓郁,2,0,4 6,0,0,5
269,1,沙拉和通心粉加的恰到好处,2,10 16,0,2,2,6
270,0,海南鸡不错,2,2,7,1,2,3
271,0,团购价特别实惠,1,0,5,1,2,4
272,0,服务很好哦,0,7 13,4,1,2,4
273,0,火培鱼味道好干干的下酒巴适,3,0,7,2,2,6
274,0,吃完带份外卖很完美了,0,0,4,1,2,6
275,1,正佳概念店的服务一如既往的好阿,3,1 13,2,2,2,9
276,0,冷面味道不错,2,2 5,7,1,2,3
277,1,停车很方便,0,0,4,1,2,3
278,0,吃喝玩乐是相当不错好呀,0,2,1 4,4,2,6
279,0,炒米粉有点湿,2,0,7,0,0,4
280,1,很棒的婚礼体验,2,0,3,0,0,4
281,1,多重水果与冰激凌的结合恰到好处,2,10,0,1,2,7
282,0,青瓷器型赏心悦目,2,0,0,1,2,4
283,1,糍粑好好吃啊,1,0,7,2,2,4
284,0,加上肉松的香味恰到好处,2,10,0,1,2,5
285,1,茶的味道很甘美,3,0,0,1,2,5
286,0,生菜免费添的,1,0,0,1,2,4
287,1,汽锅鸡汤很鲜美,2,0,4,1,2,4
288,1,鳗鱼饭挺好吃的,2,0,7,0,0,4
289,0,小区里面的一家不错的烧烤,1,2 3,0,1,2,7
290,1,购物时挺安静的,3,0,0,1,2,5
291,0,吃喝玩乐购物唱k一条龙都很方便,1,0,4 6,1,2,8
292,1,鱼烤的恰到好处,1,10 15 16,0,1,2,4
293,0,味道很不错,1,2 6,4,1,2,3
294,1,烫染都很厉害,0,0,4 6,1,1,4
295,0,饮品做的不错的,1,2 3,0,1,2,5
296,0,自助餐厅不错,1,2,7,1,2,2
297,0,味道一如既往的好,1,1,0,2,2,4
298,1,工作室环境很不错一应俱全,2,2 6,4,1,2,5
299,1,恰到好处的辣度保留了花蛤口感的鲜美,3,10,0,3,2,10
300,0,服务态度很好,1,7 14,4,1,2,3
301,0,上汤地瓜叶味道不错,4,2 5,7,2,2,6
302,0,古色古香的馋了锅包肉馋了好久,2,4,7,3,2,8
303,0,辣的太辣了,0,0,5,1,1,4
304,1,鱼做的特别的地道,2,0,0,1,2,6
305,0,上菜速度特别快,2,0,4,1,2,4
306,1,毛巾浴缸等很干净的,2,0,4,1,2,6
307,1,椒盐鱼骨很脆,2,0,0,0,0,3
308,1,豆汁煮豆苗味道很新颖不错,3,2,1 4,2,2,7
309,0,老鹰茶放得多,2,0,0,0,0,3
310,0,做出来效果很好,1,7,4,1,2,5
311,0,面对团购很细心热情,2,0,0,2,2,5
312,0,泡菜牛肉的微辣米饭的微酸,4,0,2,0,0,7
313,1,装修很别具一格,0,0,0,1,2,3
314,0,总体物美价廉服务好,1,13,0,1,2,4
315,1,火遍ins的龙虾卷,2,0,0,0,0,5
316,0,黑胡椒恰到好处,1,10,0,1,2,2
317,0,占地面积很大,1,0,7,0,0,2
318,0,口味蟹不错,2,2,7,1,2,3
319,0,豆角的不错,1,2,0,1,2,3
320,1,非主流水煮鱼麻辣味恰到好处,3,10,0,1,2,4
321,1,喜欢重口味的推荐狮子王,2,0,2,2,2,6
322,0,配套的餐具质量不错,2,2,3 7,1,2,5
323,0,店里装修不错,1,2,0,1,2,3
324,1,辛拉面调味恰到好处,3,10,0,2,0,4
325,0,音响效果特别好,1,0,4,1,2,3
326,1,酱料配的恰到好处,1,10 16,0,1,2,4
327,1,装修很豪华,0,0,4,1,2,3
328,0,一家很大的店,1,0,3,0,0,4
329,0,温泉水质不错,2,2,7,1,2,3
330,0,物业服务有求必应,1,13,0,1,2,3
331,0,宝贝的照片果断在这边订了,2,0,0,1,2,8
332,0,羊肉串不错,1,2,7,1,2,2
333,0,菜品原汁原味,2,0,0,0,0,2
334,1,量足味道浓,2,0,2 7 7,0,0,3
335,1,羊肉串烤得恰到好处,1,9 10 15,0,1,2,4
336,0,价格很实在希望保持,1,0,5,2,2,5
337,0,味道很不错,1,2 6,4,1,2,3
338,0,装饰富丽堂皇,2,0,0,1,2,2
339,1,藕很入味感觉每个环节都很用心,4,0,5,2,2,9
340,0,啤酒龙虾不错啊,2,2,7,1,2,4
341,1,餐厅环境非常幽静,2,0,4,1,2,4
342,1,荷塘月色火候恰到好处,2,10,0,1,2,3
343,0,菜单看着眼花缭乱的,1,0,0,1,2,4
344,0,服务是恰到好处,0,10 13,0,2,2,3
345,0,自由行来曼谷,1,0,0,1,2,3
346,1,脆皮大肠最是好吃,1,0,2 5,1,2,4
347,0,去了好多家总体感觉这家很不错,2,2 6,4,2,2,9
348,0,服务彬彬有礼,0,13,0,1,2,2
349,0,一年四季都可以吃上烤红薯了,1,0,0,1,2,7
350,0,人一如既往的多,1,0,0,1,2,4
351,1,吃的时候最好点素的,2,0,2 7,1,2,6
352,0,麻油鸡味道不错,2,2 5,7,1,2,3
353,0,经常光顾蛋挞是我家几个宝贝的最爱,2,12,5,2,2,10
354,0,卷曲的高度恰到好处,2,10,0,1,2,4
355,1,鸡爪熟烂程度恰到好处,2,10,0,1,2,4
356,0,有种宾至如归的感觉,1,0,0,1,2,4
357,1,白灼西兰花焯烫得恰到好处,2,10,0,1,2,5
358,1,辣的感觉很清爽,1,0,3 4,1,1,5
359,1,餐厅很干净,1,0,4,1,2,3
360,0,赖尿虾个个有黄,3,0,0,0,0,4
361,0,肥牛味道不错,2,2 5,7,1,2,3
362,1,鱼刺身和鱼子酱相得益彰非常开胃,3,0,5,1,2,7
363,0,考五花肉不错,1,2,7,1,2,3
364,0,味道选择特别多,1,0,0,0,0,4
365,1,咸甜的酱料调味恰到好处,3,10,0,1,2,5
366,1,鱼烤的恰到好处,1,10 15 16,0,1,2,4
367,0,神奇药水味道很赞,2,0,2 5,0,0,4
368,1,排骨的浓郁好喝,1,0,0,0,0,4
369,1,能看见很多红鲤鱼在悠闲的逛着,1,0,2,2,2,10
370,0,拍摄的效果出乎意料的好,1,0,0,1,2,6
371,1,最爱招牌猪脑,1,12,5,1,2,4
372,1,秋刀鱼烤得恰到好处,1,9 10 15,0,1,2,4
373,1,拌饭好好吃,1,0,7,2,2,4
374,0,地处文明路中山图书馆旁,4,0,0,1,2,6
375,0,团购挺合适,0,0,4,1,2,3
376,0,表层是像菠萝油的酥层,3,0,0,2,0,7
377,1,店里装修挺别具一格的,1,0,0,1,2,5
378,0,豆腐蟹肉汤什么的不错,2,2,0,1,2,5
379,0,味道很不错,1,2 6,4,1,2,3
380,0,椰奶味儿及浓,3,0,0,0,0,4
381,1,招牌肉串个人感觉最好吃,2,12,5,1,2,5
382,0,九尺鹅肠还不错,1,2 17,4,1,2,4
383,1,重点推荐猪蹄,2,0,0,1,2,3
384,0,透明的玻璃房子纯白的木头墙壁和楼梯,4,0,3 7,2,2,10
385,0,重点推荐鲍鱼兄,3,0,0,1,2,4
386,0,壹合先生的食堂去的太早了,2,0,4,0,0,9
387,0,酱调得恰到好处,1,9 10,0,1,2,3
388,1,蟹黄豆腐非常鲜美,2,0,4,1,2,4
389,1,停车很方便,0,0,4,1,2,3
390,0,疯狂烤排骨,1,15,0,1,1,3
391,0,西城都荟这里能有吃的都得等位,2,0,5,2,2,11
392,1,意面恰到好处,2,10,0,1,2,3
393,1,色拉虾仁一如既往好吃鸡肉棒,2,0,0,3,2,6
394,1,恰到好处非常不错的一锅猪肚鸡,3,2 3 10,4,2,2,7
395,1,韭菜很嫩很新鲜,2,8 11,7,1,2,4
396,1,酱料恰到好处,1,10,0,1,2,2
397,0,麻花挺好吃的,1,0,7,0,0,3
398,0,小气泡做完后,1,0,0,0,0,3
399,0,设定二十八度太热,0,0,4,0,0,3
400,0,奇妙的星空真的难忘,1,0,3 5,1,2,5
401,1,烤鸭真心不错,1,2,4,2,2,3
402,1,徽菜确实做起来口味很好吃,2,0,5 7,2,2,7
403,0,整体体验很好,2,7,4,1,2,4
404,0,服务态度很好,1,7 14,4,1,2,3
405,0,店里自己的刺身还不错,1,2 17,4,1,2,6
406,0,饼上桌热的,2,0,7,1,2,4
407,0,很好的宣传,0,7,0,1,2,4
408,0,服务超级好,0,13,0,2,2,3
409,1,糍粑粑真好吃,1,0,5,2,2,4
410,1,羊肉串的肥瘦肉搭配得恰到好处,2,9 10,2,2,0,7
411,0,茶味还算浓,1,17,0,0,0,4
412,1,大拌菜很爽口,1,0,5,1,2,4
413,1,海鲜很新鲜,2,8 11,0,1,2,3
414,1,过来以后门口有停车位很方便,1,0,4,1,2,7
415,1,生蚝烤制的很恰到好处的,2,10,0,2,2,7
416,0,类似吃小吃的,1,0,0,0,0,4
417,0,吃完后锅底服务员会倒入墨水,3,0,0,1,2,7
418,1,蒸出来的味道好极了,1,0,0,0,0,5
419,0,餐具酒杯好都是相当的赏心悦目,2,0,5 7,4,2,8
420,0,要的厚切的五花肉,1,0,3,1,2,5
421,0,凯撒鸡胸沙拉味道还不错,3,2 17,4,1,2,6
422,0,过桥缘个不错的选择,1,2 3,0,1,2,5
423,0,锦绣黄金饺养生汤还不错,4,2 17,4,2,2,7
424,0,这里的购物环境不错吖,2,2,7,1,2,6
425,0,蒸的恰到好处,0,10 16,0,1,2,3
426,1,烤的挺入味香煎鹅肝,2,15,0,1,2,5
427,0,感觉他家点心用料不错的,2,2 3,7,1,2,6
428,0,同事推荐祝鹤口味不错,3,2,7,1,2,5
429,1,鸡肉恰到好处,1,10,0,1,2,2
430,1,鱼头泡饼最爱,2,0,7,0,0,3
431,0,食饭免费停车哦,1,0,0,1,2,4
432,0,进入温泉后环境还不错,2,2 17,4,1,2,6
433,0,黑鱼口味不错,2,2,7,1,2,3
434,0,金针菇味道不错,2,2 5,7,1,2,3
435,0,吃的超级开心,0,0,0,2,2,4
436,0,辣味恰到好处,1,10,0,1,2,2
437,0,海鲜很新鲜,2,8 11,0,1,2,3
438,1,配的土豆泥和酸菜恰到好处,2,10,0,2,2,6
439,0,有几根睫毛长长了扎眼睛,3,0,0,0,0,7
440,1,装修古色古香十分典雅,1,4,0,2,2,4
441,0,想喊拿个东西都要等很久才有个服务员,2,0,5 5,2,2,14
442,0,服务过程中有求必应,1,13,0,2,2,4
443,1,淋浴的水流很适宜,2,0,4,1,2,5
444,0,食药配制很好,1,7,4,1,2,4
445,0,鸡头鸡爪子不错其他一边,3,2,7,1,2,6
446,0,味道特别的好,1,0,0,1,2,4
447,0,人气很高的店,2,0,3 7,1,2,5
448,0,靠近肉肠那边的黑色会软一点,2,0,0,0,0,7
449,1,虾仁搭配起来恰到好处,1,10,0,1,2,4
450,1,面条做的恰到好处,1,10 16,0,1,2,4
451,1,布丁是最最最好吃的了,1,12,5,2,2,7
452,1,扯面很好的很入味,1,7,4,2,2,6
453,0,精彩绝伦的水上飞人,1,0,0,0,0,4
454,1,空气棒棒的环境是北京市里数一数二的好,4,0,0,3,2,10
455,0,美丽的沙滩,2,0,0,1,2,3
456,0,东西都感觉货真价实,2,0,0,1,2,4
457,0,菜品可圈可点,1,0,0,1,2,2
458,0,菜品的味道非常好的,2,0,4,1,2,6
459,0,菜的一些口味很好,2,7,4,1,2,6
460,0,宝山难得有家日料,2,0,0,0,0,4
461,0,古炉几家店最爱平高这家了,2,0,1 7,1,2,7
462,1,四季春茶和奶盖恰到好处的搭配在一起,3,10,0,2,2,9
463,0,味道搭配很好吃,1,0,5,1,2,4
464,1,蒸的火候恰到好处,1,10,0,1,2,4
465,0,服务态度一如既往的好,1,1 14,0,2,2,4
466,0,离上次烫发快一年了,0,0,0,1,2,6
467,1,丝袜奶茶口感甜度都恰到好处,4,10,0,1,2,6
468,0,整体环境不错楼体设计别具一格,3,2,2 7,2,2,6
469,0,地方很好找,1,0,5,0,0,3
470,1,羊肉串烤的恰到好处,1,10 15 16,0,1,2,4
471,0,价格跟环境在定西路这街上算是性价比高,4,0,7,1,2,10
472,1,松茸汤的味道很赞烤鳗鱼这个地道,4,0,5,1,2,8
473,0,味道很不错,1,2 6,4,1,2,3
474,0,味道是一如既往的好,1,1,0,3,2,5
475,0,拍摄出来的效果出乎意料的好,1,0,0,1,2,7
